season,tournament,date,home_team,away_team,home_score,away_score,venue,espn_match_id
2025,International Test Match,2025-05-24,Denmark,Moldova,41,6,CSR - Nanok Rugby Klub,602501
2025,International Test Match,2025-06-14,Cayman Islands,Bermuda,18,10,Truman Bodden Sports Complex,602435
2025,International Test Match,2025-06-21,Mexico,Trinidad and Tobago,45,14,Estadio de prácticas Roberto Tapatío Méndez,602517
2025,International Test Match,2025-06-27,Namibia,Italy,6,73,Hage Geingob Stadium,602492
2025,International Test Match,2025-07-05,Japan,Wales,24,19,Mikuni World Stadium Kitakyushu,602436
2025,International Test Match,2025-07-05,New Zealand,France,31,27,Forsyth Barr Stadium,602437
2025,International Test Match,2025-07-05,South Africa,Italy,42,24,Loftus Versfeld,602438
2025,International Test Match,2025-07-05,Georgia,Ireland,5,34,Mikheil Meskhi Stadium,602439
2025,International Test Match,2025-07-05,Chile,Romania,40,16,Estadio Nacional Julio Martínez Prádanos,602491
2025,International Test Match,2025-07-05,Argentina,England,12,35,Estadio Jorge Luis Hirschi,602440
2025,International Test Match,2025-07-05,United States of America,Belgium,36,17,American Legion Memorial Stadium,602441
2025,International Test Match,2025-07-06,Australia,Fiji,21,18,McDonald Jones Stadium,602442
2025,International Test Match,2025-07-12,Fiji,Scotland,29,14,HFC Bank Stadium,602445
2025,International Test Match,2025-07-12,Japan,Wales,22,31,Kobe Misaki Stadium,602446
2025,International Test Match,2025-07-12,New Zealand,France,43,17,Sky Stadium,602447
2025,International Test Match,2025-07-12,South Africa,Italy,45,0,Nelson Mandela Bay Stadium,602448
2025,International Test Match,2025-07-12,Uruguay,Romania,70,8,Estadio Charrua,602444
2025,International Test Match,2025-07-12,Portugal,Ireland,7,106,Estadio Nacional do Jamor,602449
2025,International Test Match,2025-07-12,Argentina,England,17,22,Estadio Bicentenario,602450
2025,International Test Match,2025-07-12,Canada,Belgium,18,25,Clarke Stadium,602451
2025,International Test Match,2025-07-12,United States of America,Spain,20,31,American Legion Memorial Stadium,602452
2025,International Test Match,2025-07-18,Samoa,Scotland,12,41,Eden Park,602453
2025,International Test Match,2025-07-19,Canada,Spain,23,24,Clarke Stadium,602455
2025,International Test Match,2025-07-19,New Zealand,France,29,19,FMG Stadium Waikato,602456
2025,International Test Match,2025-07-19,South Africa,Georgia,55,10,Mbombela Stadium,602457
2025,International Test Match,2025-07-19,Brazil,Chile,21,35,Estádio Nicolau Alayon,602454
2025,International Test Match,2025-07-19,Argentina,Uruguay,52,17,Estadio Padre Ernesto Martearena,602459
2025,International Test Match,2025-07-19,United States of America,England,5,40,Audi Field,602458
2025,International Test Match,2025-07-26,Chile,Brazil,35,20,CARR Parque Mahuida,602460
2025,International Test Match,2025-07-26,Paraguay,Uruguay,0,38,Estadio Héroes de Curupayty,602461
2025,Rugby Championship / Tri Nations,2025-08-16,South Africa,Australia,22,38,Ellis Park,603118
2025,Rugby Championship / Tri Nations,2025-08-16,Argentina,New Zealand,24,41,Estadio Mario Alberto Kempes,603119
2025,Rugby Championship / Tri Nations,2025-08-23,South Africa,Australia,30,22,DHL Stadium,603120
2025,Rugby Championship / Tri Nations,2025-08-23,Argentina,New Zealand,29,23,Estadio José Amalfitani,603121
2025,International Test Match,2025-08-23,Uruguay,Paraguay,78,10,Estadio Charrua,602462
2025,International Test Match,2025-08-30,Chile,Uruguay,16,28,Estadio Municipal de La Pintana,602463
2025,Rugby Championship / Tri Nations,2025-09-06,Australia,Argentina,28,24,Queensland Country Bank Stadium,603122
2025,Rugby Championship / Tri Nations,2025-09-06,New Zealand,South Africa,24,17,Eden Park,603123
2025,International Test Match,2025-09-06,Uruguay,Chile,18,21,Estadio Charrua,602464
2025,Rugby Championship / Tri Nations,2025-09-13,Australia,Argentina,26,28,Allianz Stadium,603124
2025,Rugby Championship / Tri Nations,2025-09-13,New Zealand,South Africa,10,43,Sky Stadium,603125
2025,International Test Match,2025-09-20,Samoa,Chile,32,32,America First Field,603231
2025,Rugby Championship / Tri Nations,2025-09-27,New Zealand,Australia,33,24,Eden Park,603126
2025,Rugby Championship / Tri Nations,2025-09-27,South Africa,Argentina,67,30,Hollywoodbets Kings Park,603127
2025,International Test Match,2025-09-27,Chile,Samoa,31,12,Estadio Sausalito,603232
2025,Rugby Championship / Tri Nations,2025-10-04,Australia,New Zealand,14,28,Optus Stadium,603128
2025,Rugby Championship / Tri Nations,2025-10-04,Argentina,South Africa,27,29,Allianz Stadium,603129
2025,International Test Match,2025-10-11,Paraguay,Brazil,39,19,Estadio Héroes de Curupayty,603116
2025,International Test Match,2025-10-18,Brazil,Paraguay,24,31,Estádio Poliesportivo Du Cambuzano,603117
2025,International Test Match,2025-10-18,Colombia,Peru,38,24,Estadio Cincuentenario,603245
2025,International Test Match,2025-10-25,Japan,Australia,15,19,MUFG Stadium,602465
2025,International Test Match,2025-11-01,England,Australia,25,7,Allianz Stadium,602466
2025,International Test Match,2025-11-01,South Africa,Japan,61,7,Wembley Stadium,603130
2025,International Test Match,2025-11-01,Scotland,United States of America,85,0,Scottish Gas Murrayfield,602467
2025,International Test Match,2025-11-01,Ireland,New Zealand,13,26,Soldier Field,602468
2025,International Test Match,2025-11-08,Georgia,United States of America,43,30,Adjarabet Arena,603236
2025,International Test Match,2025-11-08,Ireland,Japan,41,10,Aviva Stadium,602469
2025,International Test Match,2025-11-08,Romania,Canada,31,21,Stadionul National Arcul de Triumf,603237
2025,International Test Match,2025-11-08,Portugal,Uruguay,8,26,Estadio Nacional do Jamor,603240
2025,International Test Match,2025-11-08,Scotland,New Zealand,17,25,Scottish Gas Murrayfield,602470
2025,International Test Match,2025-11-08,England,Fiji,38,18,Allianz Stadium,602471
2025,International Test Match,2025-11-08,Italy,Australia,26,19,Bluenergy Stadium,602472
2025,International Test Match,2025-11-08,Colombia,Mexico,34,25,Estadio Cincuentenario,603246
2025,International Test Match,2025-11-08,France,South Africa,17,32,Stade de France,602473
2025,International Test Match,2025-11-09,Wales,Argentina,28,52,Principality Stadium,602474
2025,International Test Match,2025-11-15,Georgia,Canada,38,17,Adjarabet Arena,603238
2025,International Test Match,2025-11-15,Italy,South Africa,14,32,Allianz Stadium,602475
2025,International Test Match,2025-11-15,Romania,United States of America,18,26,Stadionul National Arcul de Triumf,603241
2025,International Test Match,2025-11-15,Portugal,Hong Kong,58,12,Estadio Nacional do Jamor,603242
2025,International Test Match,2025-11-15,England,New Zealand,33,19,Allianz Stadium,602476
2025,International Test Match,2025-11-15,Wales,Japan,24,23,Principality Stadium,602477
2025,International Test Match,2025-11-15,Ireland,Australia,46,19,Aviva Stadium,602478
2025,International Test Match,2025-11-15,France,Fiji,34,21,Stade Matmut-Atlantique,602479
2025,International Test Match,2025-11-16,Scotland,Argentina,24,33,Scottish Gas Murrayfield,602480
2025,International Test Match,2025-11-22,Georgia,Japan,23,25,Mikheil Meskhi Stadium,602481
2025,International Test Match,2025-11-22,Romania,Uruguay,21,31,Stadionul National Arcul de Triumf,603243
2025,International Test Match,2025-11-22,Wales,New Zealand,26,52,Principality Stadium,602482
2025,International Test Match,2025-11-22,Portugal,Canada,33,27,Estádio Municipal Cidade de Coimbra,603239
2025,International Test Match,2025-11-22,Spain,Fiji,33,41,Estadio Ciudad de Malaga,603244
2025,International Test Match,2025-11-22,Ireland,South Africa,13,24,Aviva Stadium,602483
2025,International Test Match,2025-11-22,Italy,Chile,34,19,Stadio Luigi Ferraris,602484
2025,International Test Match,2025-11-22,France,Australia,48,33,Stade de France,602485
2025,International Test Match,2025-11-23,Scotland,Tonga,56,0,Scottish Gas Murrayfield,602486
2025,International Test Match,2025-11-23,England,Argentina,27,23,Allianz Stadium,602487
2025,International Test Match,2025-11-29,Wales,South Africa,0,73,Principality Stadium,602488
